Name,Distillery/Brand,Region,Bottler,Country,Rating,Reviews,Alcohol Percentage,Price,Awards,Palate,Finish,Nose
Strathmill 20 Year Old 1997 (cask 4112) - Mackillop's Choice,Strathmill,Scotch Whisky,Mackillop's,Scotch Whisky,,,"(70cl, 59.1%)",220,0,"Nose: Peach cobbler, dried apple and biscuits are first, straw, dried oak, seedless raisins and honey'd cereal follow.
Palate: Coconut, pistachio ice cream, mint leaf and flaky pastry make for  fascinating palate that also boasts a hint of morello cherries.
Finish: Medium length and a little malty, there's some foam bananas and chilli-chocolate.","Nose: Peach cobbler, dried apple and biscuits are first, straw, dried oak, seedless raisins and honey'd cereal follow.
Palate: Coconut, pistachio ice cream, mint leaf and flaky pastry make for  fascinating palate that also boasts a hint of morello cherries.
Finish: Medium length and a little malty, there's some foam bananas and chilli-chocolate.","Nose: Peach cobbler, dried apple and biscuits are first, straw, dried oak, seedless raisins and honey'd cereal follow.
Palate: Coconut, pistachio ice cream, mint leaf and flaky pastry make for  fascinating palate that also boasts a hint of morello cherries.
Finish: Medium length and a little malty, there's some foam bananas and chilli-chocolate."
Spirit of Hven Seven Stars No.3 Phecda,Spirit of Hven,Swedish Whisky,Spirit of Hven,Swedish Whisky,,,"(50cl, 45%)",94.76,0,"Werther's Original and sticky cinnamon rolls, with a core of juicy, honey'd barley. Oily on the mid-palate with peppery touches.","Subtle smoky, salty air lasts on the finish.","Opens with buttery brioche dipped in dark coffee, with touches of dried apricot in the mix. Leave it for a minute and it develops bold notes of bacon and wood smoke."
Robert Burns Blended Scotch Whisky,Arran,Island Whisky,Arran,Scotch Whisky,3,(12 Reviews),"(70cl, 40%)",20.69,0,"Fruity, notes of custard and warm pastry, more orchard fruit, some tart citrus.",Apple peels and vanilla spice.,"Fresh, apple peels, some blossom and spice, vanilla cream and juicy pear."
Auchentoshan 13 Year Old 2007 - North Star Spirits,Auchentoshan,Lowland Whisky,North Star Spirits,Scotch Whisky,,,"(70cl, 55%)",89.95,0,"Orange, lemon, and dried baking fruits, buttery barley, and spicy oak.","Toffee, malt, wafts of mint chocolate, more citrus, and a rich, spiced finish.","Zesty citrus peels and sugary fudge, freshly cut grass, and sultanas."
Scottish Leader,Scottish Leader,Other Scotch Whisky,Scottish Leader,Scotch Whisky,4,(40 Reviews),"(70cl, 40%)",17.83,8,,,
The Legendary Silkie Irish Whiskey,Sliabh Liag,Irish Whiskey,Sliabh Liag,Irish Whiskey,5,(3 Reviews),"(70cl, 46%)",32.45,1,"Runny honey, chocolate digestives, a hint of spicy fruit cake.",Caramel sticks around on the finish for a good long while.,"Apricot, white grape, clotted cream and buttered hot cross buns."
Bunnahabhain - Skene Whisky,Bunnahabhain,Islay Whisky,Skene Whisky,Scotch Whisky,,,"(70cl, 48%)",77.95,0,"Still enjoyably vegetal, with rounded barley and vanilla notes balancing it.",Sweet peat sticks around on the finish.,"Toasted sugar, eucalyptus, baked earth smokiness."
The Glenrothes 12 Year Old - Battlehill (Duncan Taylor),Glenrothes,Speyside Whisky,Duncan Taylor,Scotch Whisky,,,"(70cl, 46%)",75,0,"Roasted nuts and earthy coffee open the way for honeyed raisins and sweet, biscuity barley.","Baking spice sweetness finishes things off, with a touch of clove, candied orange, and lingering dried fruits.","Vanilla custard, poached apples, drizzles of caramel, and leathery oak."
Kavalan Concertmaster - Port Cask Finish (50cl),Kavalan,Taiwanese Whisky,Kavalan,Taiwanese Whisky,3.5,(4 Reviews),"(50cl, 40%)",49.90,0,"Brown sugar mixed with ground cinnamon and white pepper, doused in good Port. A core of white oak warmth.","Raisins, prunes, strawberry jam and another pinch of tobacco.","Red grapes and clove, followed by a good whack of vanilla. A little bit of tobacco leaf and cookie dough."
Veuve Goudoulin Single Malt Tourbé (Peated),Veuve Goudoulin,French Whisky,Veuve Goudoulin,French Whisky,,,"(70cl, 43.2%)",52.95,0,"Bold barley with creamy oak and toasty, biscuity notes. Peat wafts gently throughout, rounded by vanilla and baked orchard fruits.","The peat remains to round things off, with more notes of dried fruits, poached apples, and oily oak.","Gently sweet wisps of peat smoke are carried by honeyed fruit and rich, roasted malt."
The Perspective Series 21 Year Old - Berry Bros. & Rudd,Berry Bros. & Rudd,Scotch Whisky,Berry Bros. & Rudd,Scotch Whisky,3,(6 Reviews),"(70cl, 43%)",89.94,0,"Creamy vanilla builds into distinct oaky tones, alongside both fresh orchard fruit and dried fruit with a drizzle of honey.",Creamy notes continue into a lengthy finish with a hint of tannic oak and sherry.,"Sherried dried fruits, rich chocolate and a hint of leather, with a generous helping of baking spices."
Tamdhu Quercus Alba Distinction - Release 2,Tamdhu,Speyside Whisky,Tamdhu,Scotch Whisky,,,"(70cl, 48%)",62.94,0,"Plenty of sherry character, with cocoa nibs, berry compote, and drizzles of caramel.","Chewy dates, and a touch of vanilla.","Creamy oatcakes, oaky vanilla spice, and a twist of waxy orange peel."
Grant's Triple Wood,Grant's,Scotch Whisky,Grant's,Scotch Whisky,4,(18 Reviews),"(70cl, 40%)",17.44,2,"Honey, foam banana, a touch of lemongrass and oak.","Layers of barley, caramel and toasted marshmallow.","Toffee, buttered bread, a little cassia and walnut."
Linkwood 14 Year Old 2007 (cask CM276) - The Golden Cask (House of Macduff),Linkwood,Scotch Whisky,House of Macduff,Scotch Whisky,,,"(70cl, 55.3%)",61.95,0,"Sugared shortbread, praline, and biscuity malt open up to heavier baking spices and a touch of vegetal pepper.","Tangy spice and roasted nuttiness continues with the addition of clove and anise, chocolate Brazil nuts, and peppery oak.","Floral honey and vanilla lead, with some zesty lemon and sweet orange, nutty malt, and charred oak."
North British 28 Year Old 1994 (cask 300265) - The Whisky Cellar,North British,Scotch Whisky,The Whisky Cellar,Scotch Whisky,,,"(70cl, 43.5%)",109.95,0,"Nose: Honeyed granola leads the way, with a touch of marzipan, vanilla, and cinnamon. 
Palate: Crumbly vanilla fudge, set honey, and butterscotch are joined by layers of leathery old oak and spiced biscuits.  
Finish: A touch of cocoa joins toward the finish, with lingering oak and woody spice.","Nose: Honeyed granola leads the way, with a touch of marzipan, vanilla, and cinnamon. 
Palate: Crumbly vanilla fudge, set honey, and butterscotch are joined by layers of leathery old oak and spiced biscuits.  
Finish: A touch of cocoa joins toward the finish, with lingering oak and woody spice.","Nose: Honeyed granola leads the way, with a touch of marzipan, vanilla, and cinnamon. 
Palate: Crumbly vanilla fudge, set honey, and butterscotch are joined by layers of leathery old oak and spiced biscuits.  
Finish: A touch of cocoa joins toward the finish, with lingering oak and woody spice."
Tullibardine 33 Year Old 1989 - Old & Rare Platinum (Hunter Laing),Tullibardine,Scotch Whisky,Hunter Laing,Scotch Whisky,,,"(70cl, 49.9%)",410,0,,,
Hinotori 5 Year Old,Hinotori,Japanese Whisky,Hinotori,Japanese Whisky,,,"(70cl, 43%)",70.95,0,"Nice biscuits, peach, more vanilla, now with salted caramel helping it along.","Subtly chocolatey, with gingerbread and oak spiciness.","Dried apple and pear, almond, vanilla pod, a hint of dry toast."
Auchentoshan 10 Year Old 2010 (cask 700427) Rebels - The Guerilla Casks (Brave New Spirits),Auchentoshan,Lowland Whisky,Brave New Spirits,Scotch Whisky,,,"(70cl, 56.7%)",79.95,0,"Soft oak and warm spices, with fragrant grapes, hazelnut, vanilla and stone fruit.","Long and lingering, with plenty of spice and oak.","Fragrant leaves, bay and pine, mingle with warm oak, honey and waxy lemon peel from the Marsala."
Yamazaki Mizunara Oak 2022,Yamazaki,Japanese Whisky,Yamazaki,Japanese Whisky,,,"(70cl, 48%)",2999,0,,,
Benrinnes 14 Year Old 2007 - Benchmark (Murray McDavid),Benrinnes,Scotch Whisky,Murray McDavid,Scotch Whisky,,,"(70cl, 50%)",105,0,"Nose: Almond butter, spiced apple crumble, and chai latte.
Palate: Chocolatey malt, plump dried fruit, cocoa, and buttery oak.
Finish: Dried cherry, runny honey, and a hint of red flowers.","Nose: Almond butter, spiced apple crumble, and chai latte.
Palate: Chocolatey malt, plump dried fruit, cocoa, and buttery oak.
Finish: Dried cherry, runny honey, and a hint of red flowers.","Nose: Almond butter, spiced apple crumble, and chai latte.
Palate: Chocolatey malt, plump dried fruit, cocoa, and buttery oak.
Finish: Dried cherry, runny honey, and a hint of red flowers."
Rìgh Seamus II 12 Year Old 2008 - Crafted Blend (Murray McDavid),Murray McDavid,Scotch Whisky,Murray McDavid,Scotch Whisky,,,"(70cl, 46%)",46.95,0,"Buttered popcorn, caramel sauce, peppery oak, and apricot.","More boozy dried fruit, creamy grain, and a touch of honey.","Dates, raisins, prunes, oaky vanilla."
Nation of Scots,Annandale,Lowland Whisky,Annandale,Scotch Whisky,3,(1 Review),"(70cl, 40%)",32.95,0,"Winter spice and treacle initially, with helpings of more wood smoke, barley and cereal underneath.",Hints of white pepper linger.,"Creamy toffee, apricot yoghurt and wood smoke lead with touches of heather and vanilla in support."
Macaloney’s Caledonian (cask 49) - Invermallie Red Wine Barrique,Macaloney's,Canadian Whisky,Macaloney's,Canadian Whisky,,,"(70cl, 46%)",61.95,0,"Barley sugar sweets, blackberries, a touch of treacle, cocoa nibs, and warm spices.","Fruitcake, and spices building.","Oaky vanilla, with fresh cherries, a touch of marzipan, and molasses."
Moon Harbour Pier 2,Moon Harbour,French Whisky,Moon Harbour,French Whisky,,,"(70cl, 47.1%)",54.95,0,"Black pepper and smoked sea salt, juicy raspberry, oatcakes and chocolate ice cream.","Red chilli pepper, solid oak, stewed plum.","Christmas spices (think clove and cinnamon), fresh orange oil, a touch of cherry and slightly burnt bacon."
Tullibardine 11 Year Old (That Boutique-y Whisky Company),Tullibardine,Highland Whisky,That Boutique-y Whisky Company,Scotch Whisky,5,(1 Review),"(50cl, 47.8%)",52.95,0,"Waxy orange and lemon, supple honey and buttered pastries followed by a hint of toasted oak warmth and a prickle of black peppercorn.","Rock cakes, dried apricot and a hint of bitter pink grapefruit.","Soft vanilla, white chocolate and maple syrup lead with fresh orange and an underlying touch of cereal."
Mosgaard Single Malt Whisky - Pedro Ximénez Cask Finish (Batch 8),Mosgaard,Danish Whisky,Mosgaard,Danish Whisky,4.5,(2 Reviews),"(50cl, 46.4%)",64.49,0,"Dried fruits galore, backed up by hints of barley and a smidge of new leather.",Cassia and orange last for ages.,"Honey, orange zest, sweet coffee, and cereal."
Paul John Edited,Paul John,Indian Whisky,Paul John,Indian Whisky,3.5,(20 Reviews),"(70cl, 46%)",43.74,3,"Wood spices, a bowl of porridge with honey and then demerara whilst sat beside a fireplace.","A touch of mocha, oak and perhaps old fashioned liquorice.","Toasted cereal, big barley and honey notes, Hob Nobs! Slightly vegetal peatiness, lemon and seaweed. Some beach bonfire but the peat isn't overpowering. Malty."
Strathmill 32 Year Old 1990 (cask 19898) - Old Malt Cask (Hunter Laing),Strathmill,Scotch Whisky,Hunter Laing,Scotch Whisky,,,"(70cl, 44.1%)",300.05,0,"Nose: Floral with honeysuckle and orange blossom, vanilla, and lemon.
Palate: Grapefruit, herbal tea, and more delicate lemon notes.
Finish: Long and gentle with lingering honey and citrus.","Nose: Floral with honeysuckle and orange blossom, vanilla, and lemon.
Palate: Grapefruit, herbal tea, and more delicate lemon notes.
Finish: Long and gentle with lingering honey and citrus.","Nose: Floral with honeysuckle and orange blossom, vanilla, and lemon.
Palate: Grapefruit, herbal tea, and more delicate lemon notes.
Finish: Long and gentle with lingering honey and citrus."
Heaven's Door 10 Year Old Redbreast Master Blenders' Edition,Heaven's Door,American Whiskey,Heaven's Door,American Whiskey,4,(2 Reviews),"(75cl, 50%)",159.94,0,,,
Miltonduff 10 Year Old – Batch 7 (That Boutique-y Whisky Company),Miltonduff,Speyside Whisky,That Boutique-y Whisky Company,Scotch Whisky,,,"(50cl, 50.6%)",48.95,0,"Sweet, light and creamy, some lots of peachy fruit.","Light, fruity and creamy. It’s a peach Pavlova of a dram.","Honey, light orange marmalade and vanilla. Gentle."
The Gladstone Axe The Black Axe,The Gladstone Axe,Scotch Whisky,The Gladstone Axe,Scotch Whisky,4.5,(3 Reviews),"(70cl, 41%)",31.74,0,"Sweet caramel and delicate, coastal peat smoke, with floral wafts of heather and rich, bold oak.","Gentle peat rests amongst roasted malt, charred oak and sea breeze.","Bold malt with wafts of vanilla, toasted oak, and wafts of firewood."
Sailor's Home Caravelle 10 Year Old,Sailor's Home,Irish Whiskey,Sailor's Home,Irish Whiskey,,,"(70cl, 46%)",56.74,0,"Nose: Toasted brown sugar, pineapple, warm malt.
Palate: Tangy orange notes up front, supported by creamy oak and earthy liquorice.
Finish: Banana fritters and grassy barley.","Nose: Toasted brown sugar, pineapple, warm malt.
Palate: Tangy orange notes up front, supported by creamy oak and earthy liquorice.
Finish: Banana fritters and grassy barley.","Nose: Toasted brown sugar, pineapple, warm malt.
Palate: Tangy orange notes up front, supported by creamy oak and earthy liquorice.
Finish: Banana fritters and grassy barley."
Pure Scot Virgin Oak 43,Pure Scot,Scotch Whisky,Pure Scot,Scotch Whisky,4.5,(1 Review),"(50cl, 43%)",29.95,2,"Oodles of honey and more barley sugar, spicy gingerbread and fresh orange notes.","Lengthy, soft and smooth with sweet oak and honey, ever so slightly spiced.","Sweet and smoky oak, barley sugar, nutmeg spices, zesty citrus and green apple."
Bowmore 15 Year Old Golden & Elegant - Aston Martin Edition #5,Bowmore,Scotch Whisky,Bowmore,Scotch Whisky,,,"(100cl, 43%)",250,0,,,
East London Liquor Company East London Single Malt 2021,East London Liquor Company,English Whisky,East London Liquor Company,English Whisky,,,"(70cl, 48%)",79.74,0,"Caramel, peanuts, damsons, allspice and caraway, some tangy tropical fruit notes appearing after a few moments.","Oatcakes, orange oil, buttery toffee.","Cooked orchard fruits and honeyed porridge, with hints of savoury oak and freshly crushed kitchen spices."
Bunnahabhain Smoke & Sherry (cask 717) (bottled 2023) - The Cooper's Choice (The Vintage Malt Whisky Co.),Bunnahabhain,Islay Whisky,The Vintage Malt Whisky Co.,Scotch Whisky,,,"(70cl, 52%)",85,0,"Candied nuts, chocolate raisins, and dense notes of liquorice and clove support dried fruits, smoked herbs, and spices.","Sweeter baking spice joins, with mocha and candied orange backed by lingering peat smoke.","Fragrant pipe smoke, honeyed sultanas, and dates, with rich oak spice and salted chocolate."
Paul John Kanya,Paul John,Indian Whisky,Paul John,Indian Whisky,2,(5 Reviews),"(70cl, 50%)",193,0,"Nose: Peaches in syrup, almond liqueur and a touch of fresh papaya. Creamy vanilla and
Palate: Butterscotch, dried apple chips, waves of honey, freshly-cooked waffles coated in butter.
Finish: Lightly spiced, though notes of maple syrup and apricot remain.","Nose: Peaches in syrup, almond liqueur and a touch of fresh papaya. Creamy vanilla and
Palate: Butterscotch, dried apple chips, waves of honey, freshly-cooked waffles coated in butter.
Finish: Lightly spiced, though notes of maple syrup and apricot remain.","Nose: Peaches in syrup, almond liqueur and a touch of fresh papaya. Creamy vanilla and
Palate: Butterscotch, dried apple chips, waves of honey, freshly-cooked waffles coated in butter.
Finish: Lightly spiced, though notes of maple syrup and apricot remain."
